area_name,area_code,date,new_cases,total_cases
Wandsworth,E09000032,2020-10-19,83,2749
Westminster,E09000033,2020-10-19,71,1977
Barking and Dagenham,E09000002,2020-10-20,60,1911
Barnet,E09000003,2020-10-20,99,3628
Bexley,E09000004,2020-10-20,48,1947
Brent,E09000005,2020-10-20,62,3360
Bromley,E09000006,2020-10-20,58,2688
Camden,E09000007,2020-10-20,57,1929
Croydon,E09000008,2020-10-20,64,3216
Ealing,E09000009,2020-10-20,131,3810
Enfield,E09000010,2020-10-20,100,2945
Greenwich,E09000011,2020-10-20,47,2007
Hackney and City of London,E09000012,2020-10-20,111,2875
Hammersmith and Fulham,E09000013,2020-10-20,74,1946
Haringey,E09000014,2020-10-20,72,2196
Harrow,E09000015,2020-10-20,61,2629
Havering,E09000016,2020-10-20,95,2446
Hillingdon,E09000017,2020-10-20,82,2860
Hounslow,E09000018,2020-10-20,84,2741
Islington,E09000019,2020-10-20,59,1738
Kensington and Chelsea,E09000020,2020-10-20,56,1477
Kingston upon Thames,E09000021,2020-10-20,65,1601
Lambeth,E09000022,2020-10-20,88,3009
Lewisham,E09000023,2020-10-20,47,2407
Merton,E09000024,2020-10-20,52,1663
Newham,E09000025,2020-10-20,90,3303
Redbridge,E09000026,2020-10-20,103,3236
Richmond upon Thames,E09000027,2020-10-20,73,1625
Southwark,E09000028,2020-10-20,73,2843
Sutton,E09000029,2020-10-20,30,1678
Tower Hamlets,E09000030,2020-10-20,87,2803
Waltham Forest,E09000031,2020-10-20,58,2394
Wandsworth,E09000032,2020-10-20,81,2830
Westminster,E09000033,2020-10-20,51,2028
Barking and Dagenham,E09000002,2020-10-21,50,1961
Barnet,E09000003,2020-10-21,92,3720
Bexley,E09000004,2020-10-21,59,2006
Brent,E09000005,2020-10-21,71,3431
Bromley,E09000006,2020-10-21,61,2749
Camden,E09000007,2020-10-21,52,1981
Croydon,E09000008,2020-10-21,86,3302
Ealing,E09000009,2020-10-21,128,3938
Enfield,E09000010,2020-10-21,78,3023
Greenwich,E09000011,2020-10-21,47,2054
Hackney and City of London,E09000012,2020-10-21,86,2961
Hammersmith and Fulham,E09000013,2020-10-21,64,2010
Haringey,E09000014,2020-10-21,79,2275
Harrow,E09000015,2020-10-21,59,2688
Havering,E09000016,2020-10-21,58,2504
Hillingdon,E09000017,2020-10-21,92,2952
Hounslow,E09000018,2020-10-21,87,2828
Islington,E09000019,2020-10-21,73,1811
Kensington and Chelsea,E09000020,2020-10-21,45,1522
Kingston upon Thames,E09000021,2020-10-21,77,1678
Lambeth,E09000022,2020-10-21,96,3105
Lewisham,E09000023,2020-10-21,54,2461
Merton,E09000024,2020-10-21,44,1707
Newham,E09000025,2020-10-21,89,3392
Redbridge,E09000026,2020-10-21,111,3347
Richmond upon Thames,E09000027,2020-10-21,42,1667
Southwark,E09000028,2020-10-21,94,2937
Sutton,E09000029,2020-10-21,27,1705
Tower Hamlets,E09000030,2020-10-21,112,2915
Waltham Forest,E09000031,2020-10-21,67,2461
Wandsworth,E09000032,2020-10-21,97,2927
Westminster,E09000033,2020-10-21,73,2101
Barking and Dagenham,E09000002,2020-10-22,37,1998
Barnet,E09000003,2020-10-22,101,3821
Bexley,E09000004,2020-10-22,58,2064
Brent,E09000005,2020-10-22,58,3489
Bromley,E09000006,2020-10-22,58,2807
Camden,E09000007,2020-10-22,49,2030
Croydon,E09000008,2020-10-22,71,3373
Ealing,E09000009,2020-10-22,148,4086
Enfield,E09000010,2020-10-22,73,3096
Greenwich,E09000011,2020-10-22,60,2114
Hackney and City of London,E09000012,2020-10-22,74,3035
Hammersmith and Fulham,E09000013,2020-10-22,67,2077
Haringey,E09000014,2020-10-22,58,2333
Harrow,E09000015,2020-10-22,48,2736
Havering,E09000016,2020-10-22,78,2582
Hillingdon,E09000017,2020-10-22,103,3055
Hounslow,E09000018,2020-10-22,88,2916
Islington,E09000019,2020-10-22,71,1882
Kensington and Chelsea,E09000020,2020-10-22,38,1560
Kingston upon Thames,E09000021,2020-10-22,53,1731
Lambeth,E09000022,2020-10-22,77,3182
Lewisham,E09000023,2020-10-22,58,2519
Merton,E09000024,2020-10-22,35,1742
Newham,E09000025,2020-10-22,93,3485
Redbridge,E09000026,2020-10-22,75,3422
Richmond upon Thames,E09000027,2020-10-22,38,1705
Southwark,E09000028,2020-10-22,67,3004
Sutton,E09000029,2020-10-22,49,1754
Tower Hamlets,E09000030,2020-10-22,88,3003
Waltham Forest,E09000031,2020-10-22,46,2507
Wandsworth,E09000032,2020-10-22,88,3015
Westminster,E09000033,2020-10-22,64,2165
Barking and Dagenham,E09000002,2020-10-23,50,2048
Barnet,E09000003,2020-10-23,102,3923
Bexley,E09000004,2020-10-23,33,2097
Brent,E09000005,2020-10-23,58,3547
Bromley,E09000006,2020-10-23,64,2871
Camden,E09000007,2020-10-23,47,2077
Croydon,E09000008,2020-10-23,70,3443
Ealing,E09000009,2020-10-23,107,4193
Enfield,E09000010,2020-10-23,73,3169
Greenwich,E09000011,2020-10-23,36,2150
Hackney and City of London,E09000012,2020-10-23,61,3096
Hammersmith and Fulham,E09000013,2020-10-23,61,2138
Haringey,E09000014,2020-10-23,66,2399
Harrow,E09000015,2020-10-23,57,2793
Havering,E09000016,2020-10-23,55,2637
Hillingdon,E09000017,2020-10-23,75,3130
Hounslow,E09000018,2020-10-23,61,2977
Islington,E09000019,2020-10-23,43,1925
Kensington and Chelsea,E09000020,2020-10-23,34,1594
Kingston upon Thames,E09000021,2020-10-23,46,1777
Lambeth,E09000022,2020-10-23,62,3244
Lewisham,E09000023,2020-10-23,45,2564
Merton,E09000024,2020-10-23,49,1791
Newham,E09000025,2020-10-23,95,3580
Redbridge,E09000026,2020-10-23,93,3515
Richmond upon Thames,E09000027,2020-10-23,41,1746
Southwark,E09000028,2020-10-23,61,3065
Sutton,E09000029,2020-10-23,36,1790
Tower Hamlets,E09000030,2020-10-23,101,3104
Waltham Forest,E09000031,2020-10-23,77,2584
Wandsworth,E09000032,2020-10-23,76,3091
Westminster,E09000033,2020-10-23,72,2237
Barking and Dagenham,E09000002,2020-10-24,44,2092
Barnet,E09000003,2020-10-24,61,3984
Bexley,E09000004,2020-10-24,39,2136
Brent,E09000005,2020-10-24,34,3581
Bromley,E09000006,2020-10-24,47,2918
Camden,E09000007,2020-10-24,35,2112
Croydon,E09000008,2020-10-24,40,3483
Ealing,E09000009,2020-10-24,77,4270
Enfield,E09000010,2020-10-24,68,3237
Greenwich,E09000011,2020-10-24,45,2195
Hackney and City of London,E09000012,2020-10-24,51,3147
Hammersmith and Fulham,E09000013,2020-10-24,41,2179
Haringey,E09000014,2020-10-24,53,2452
Harrow,E09000015,2020-10-24,43,2836
Havering,E09000016,2020-10-24,44,2681
Hillingdon,E09000017,2020-10-24,55,3185
Hounslow,E09000018,2020-10-24,54,3031
Islington,E09000019,2020-10-24,37,1962
Kensington and Chelsea,E09000020,2020-10-24,23,1617
Kingston upon Thames,E09000021,2020-10-24,29,1806
Lambeth,E09000022,2020-10-24,48,3292
Lewisham,E09000023,2020-10-24,33,2597
Merton,E09000024,2020-10-24,32,1823
Newham,E09000025,2020-10-24,52,3632
Redbridge,E09000026,2020-10-24,52,3567
Richmond upon Thames,E09000027,2020-10-24,23,1769
Southwark,E09000028,2020-10-24,47,3112
Sutton,E09000029,2020-10-24,35,1825
Tower Hamlets,E09000030,2020-10-24,61,3165
Waltham Forest,E09000031,2020-10-24,51,2635
Wandsworth,E09000032,2020-10-24,45,3136
Westminster,E09000033,2020-10-24,37,2274
Barking and Dagenham,E09000002,2020-10-25,34,2126
Barnet,E09000003,2020-10-25,76,4060
Bexley,E09000004,2020-10-25,28,2164
Brent,E09000005,2020-10-25,31,3612
Bromley,E09000006,2020-10-25,32,2950
Camden,E09000007,2020-10-25,17,2129
Croydon,E09000008,2020-10-25,43,3526
Ealing,E09000009,2020-10-25,73,4343
Enfield,E09000010,2020-10-25,47,3284
Greenwich,E09000011,2020-10-25,37,2232
Hackney and City of London,E09000012,2020-10-25,59,3206
Hammersmith and Fulham,E09000013,2020-10-25,40,2219
Haringey,E09000014,2020-10-25,39,2491
Harrow,E09000015,2020-10-25,40,2876
Havering,E09000016,2020-10-25,54,2735
Hillingdon,E09000017,2020-10-25,68,3253
Hounslow,E09000018,2020-10-25,53,3084
Islington,E09000019,2020-10-25,28,1990
Kensington and Chelsea,E09000020,2020-10-25,20,1637
Kingston upon Thames,E09000021,2020-10-25,26,1832
Lambeth,E09000022,2020-10-25,40,3332
Lewisham,E09000023,2020-10-25,34,2631
Merton,E09000024,2020-10-25,33,1856
Newham,E09000025,2020-10-25,51,3683
Redbridge,E09000026,2020-10-25,46,3613
Richmond upon Thames,E09000027,2020-10-25,27,1796
Southwark,E09000028,2020-10-25,33,3145
Sutton,E09000029,2020-10-25,27,1852
Tower Hamlets,E09000030,2020-10-25,35,3200
Waltham Forest,E09000031,2020-10-25,34,2669
Wandsworth,E09000032,2020-10-25,47,3183
Westminster,E09000033,2020-10-25,38,2312
Barking and Dagenham,E09000002,2020-10-26,66,2192
Barnet,E09000003,2020-10-26,85,4145
Bexley,E09000004,2020-10-26,62,2226
Brent,E09000005,2020-10-26,71,3683
Bromley,E09000006,2020-10-26,80,3030
Camden,E09000007,2020-10-26,70,2199
Croydon,E09000008,2020-10-26,86,3612
Ealing,E09000009,2020-10-26,130,4473
Enfield,E09000010,2020-10-26,87,3371
Greenwich,E09000011,2020-10-26,70,2302
Hackney and City of London,E09000012,2020-10-26,78,3284
Hammersmith and Fulham,E09000013,2020-10-26,74,2293
Haringey,E09000014,2020-10-26,78,2569
Harrow,E09000015,2020-10-26,52,2928
Havering,E09000016,2020-10-26,99,2834
Hillingdon,E09000017,2020-10-26,93,3346
Hounslow,E09000018,2020-10-26,85,3169
Islington,E09000019,2020-10-26,58,2048
Kensington and Chelsea,E09000020,2020-10-26,32,1669
Kingston upon Thames,E09000021,2020-10-26,64,1896
Lambeth,E09000022,2020-10-26,104,3436
Lewisham,E09000023,2020-10-26,53,2684
Merton,E09000024,2020-10-26,60,1916
Newham,E09000025,2020-10-26,142,3825
Redbridge,E09000026,2020-10-26,104,3717
Richmond upon Thames,E09000027,2020-10-26,58,1854
Southwark,E09000028,2020-10-26,80,3225
Sutton,E09000029,2020-10-26,46,1898
Tower Hamlets,E09000030,2020-10-26,125,3325
Waltham Forest,E09000031,2020-10-26,89,2758
Wandsworth,E09000032,2020-10-26,81,3264
Westminster,E09000033,2020-10-26,62,2374
Barking and Dagenham,E09000002,2020-10-27,45,2237
Barnet,E09000003,2020-10-27,84,4229
Bexley,E09000004,2020-10-27,59,2285
Brent,E09000005,2020-10-27,78,3761
Bromley,E09000006,2020-10-27,64,3094
Camden,E09000007,2020-10-27,50,2249
Croydon,E09000008,2020-10-27,75,3687
Ealing,E09000009,2020-10-27,102,4575
Enfield,E09000010,2020-10-27,85,3456
Greenwich,E09000011,2020-10-27,47,2349
Hackney and City of London,E09000012,2020-10-27,84,3368
Hammersmith and Fulham,E09000013,2020-10-27,58,2351
Haringey,E09000014,2020-10-27,56,2625
Harrow,E09000015,2020-10-27,55,2983
Havering,E09000016,2020-10-27,77,2911
Hillingdon,E09000017,2020-10-27,105,3451
Hounslow,E09000018,2020-10-27,60,3229
Islington,E09000019,2020-10-27,50,2098
Kensington and Chelsea,E09000020,2020-10-27,27,1696
Kingston upon Thames,E09000021,2020-10-27,46,1942
Lambeth,E09000022,2020-10-27,84,3520
Lewisham,E09000023,2020-10-27,40,2724
Merton,E09000024,2020-10-27,50,1966
Newham,E09000025,2020-10-27,74,3899
Redbridge,E09000026,2020-10-27,85,3802
Richmond upon Thames,E09000027,2020-10-27,45,1899
Southwark,E09000028,2020-10-27,54,3279
Sutton,E09000029,2020-10-27,36,1934
Tower Hamlets,E09000030,2020-10-27,90,3415
Waltham Forest,E09000031,2020-10-27,65,2823
Wandsworth,E09000032,2020-10-27,79,3343
Westminster,E09000033,2020-10-27,76,2450
Barking and Dagenham,E09000002,2020-10-28,72,2309
Barnet,E09000003,2020-10-28,64,4293
Bexley,E09000004,2020-10-28,59,2344
Brent,E09000005,2020-10-28,66,3827
Bromley,E09000006,2020-10-28,43,3137
Camden,E09000007,2020-10-28,44,2293
Croydon,E09000008,2020-10-28,78,3765
Ealing,E09000009,2020-10-28,93,4668
Enfield,E09000010,2020-10-28,64,3520
Greenwich,E09000011,2020-10-28,50,2399
Hackney and City of London,E09000012,2020-10-28,71,3439
Hammersmith and Fulham,E09000013,2020-10-28,76,2427
Haringey,E09000014,2020-10-28,41,2666
Harrow,E09000015,2020-10-28,65,3048
Havering,E09000016,2020-10-28,71,2982
Hillingdon,E09000017,2020-10-28,84,3535
Hounslow,E09000018,2020-10-28,81,3310
Islington,E09000019,2020-10-28,45,2143
Kensington and Chelsea,E09000020,2020-10-28,37,1733
Kingston upon Thames,E09000021,2020-10-28,36,1978
Lambeth,E09000022,2020-10-28,60,3580
Lewisham,E09000023,2020-10-28,52,2776
Merton,E09000024,2020-10-28,36,2002
Newham,E09000025,2020-10-28,87,3986
Redbridge,E09000026,2020-10-28,75,3877
Richmond upon Thames,E09000027,2020-10-28,48,1947
Southwark,E09000028,2020-10-28,62,3341
Sutton,E09000029,2020-10-28,26,1960
Tower Hamlets,E09000030,2020-10-28,105,3520
Waltham Forest,E09000031,2020-10-28,65,2888
Wandsworth,E09000032,2020-10-28,61,3404
Westminster,E09000033,2020-10-28,48,2498
Barking and Dagenham,E09000002,2020-10-29,62,2371
Barnet,E09000003,2020-10-29,69,4362
Bexley,E09000004,2020-10-29,65,2409
Brent,E09000005,2020-10-29,60,3887
Bromley,E09000006,2020-10-29,38,3175
Camden,E09000007,2020-10-29,41,2334
Croydon,E09000008,2020-10-29,62,3827
Ealing,E09000009,2020-10-29,120,4788
Enfield,E09000010,2020-10-29,81,3601
Greenwich,E09000011,2020-10-29,47,2446
Hackney and City of London,E09000012,2020-10-29,42,3481
Hammersmith and Fulham,E09000013,2020-10-29,48,2475
Haringey,E09000014,2020-10-29,59,2725
Harrow,E09000015,2020-10-29,48,3096
Havering,E09000016,2020-10-29,78,3060
Hillingdon,E09000017,2020-10-29,104,3639
Hounslow,E09000018,2020-10-29,84,3394
Islington,E09000019,2020-10-29,42,2185
Kensington and Chelsea,E09000020,2020-10-29,38,1771
Kingston upon Thames,E09000021,2020-10-29,40,2018
Lambeth,E09000022,2020-10-29,82,3662
Lewisham,E09000023,2020-10-29,51,2827
Merton,E09000024,2020-10-29,47,2049
Newham,E09000025,2020-10-29,78,4064
Redbridge,E09000026,2020-10-29,111,3988
Richmond upon Thames,E09000027,2020-10-29,35,1982
Southwark,E09000028,2020-10-29,47,3388
Sutton,E09000029,2020-10-29,42,2002
Tower Hamlets,E09000030,2020-10-29,76,3596
Waltham Forest,E09000031,2020-10-29,73,2961
Wandsworth,E09000032,2020-10-29,67,3471
Westminster,E09000033,2020-10-29,70,2568
Barking and Dagenham,E09000002,2020-10-30,48,2419
Barnet,E09000003,2020-10-30,77,4439
Bexley,E09000004,2020-10-30,58,2467
Brent,E09000005,2020-10-30,55,3942
Bromley,E09000006,2020-10-30,55,3230
Camden,E09000007,2020-10-30,46,2380
Croydon,E09000008,2020-10-30,65,3892
Ealing,E09000009,2020-10-30,87,4875
Enfield,E09000010,2020-10-30,58,3659
Greenwich,E09000011,2020-10-30,45,2491
Hackney and City of London,E09000012,2020-10-30,51,3532
Hammersmith and Fulham,E09000013,2020-10-30,40,2515
Haringey,E09000014,2020-10-30,69,2794
Harrow,E09000015,2020-10-30,50,3146
Havering,E09000016,2020-10-30,80,3140
Hillingdon,E09000017,2020-10-30,59,3698
Hounslow,E09000018,2020-10-30,70,3464
Islington,E09000019,2020-10-30,41,2226
Kensington and Chelsea,E09000020,2020-10-30,26,1797
Kingston upon Thames,E09000021,2020-10-30,28,2046
Lambeth,E09000022,2020-10-30,78,3740
Lewisham,E09000023,2020-10-30,42,2869
Merton,E09000024,2020-10-30,40,2089
Newham,E09000025,2020-10-30,89,4153
Redbridge,E09000026,2020-10-30,103,4091
Richmond upon Thames,E09000027,2020-10-30,33,2015
Southwark,E09000028,2020-10-30,64,3452
Sutton,E09000029,2020-10-30,33,2035
Tower Hamlets,E09000030,2020-10-30,75,3671
Waltham Forest,E09000031,2020-10-30,78,3039
Wandsworth,E09000032,2020-10-30,52,3523
Westminster,E09000033,2020-10-30,75,2643
Barking and Dagenham,E09000002,2020-10-31,32,2451
Barnet,E09000003,2020-10-31,61,4500
Bexley,E09000004,2020-10-31,37,2504
Brent,E09000005,2020-10-31,59,4001
Bromley,E09000006,2020-10-31,26,3256
Camden,E09000007,2020-10-31,25,2405
Croydon,E09000008,2020-10-31,42,3934
Ealing,E09000009,2020-10-31,75,4950
Enfield,E09000010,2020-10-31,43,3702
Greenwich,E09000011,2020-10-31,33,2524
Hackney and City of London,E09000012,2020-10-31,52,3584
Hammersmith and Fulham,E09000013,2020-10-31,33,2548
Haringey,E09000014,2020-10-31,44,2838
Harrow,E09000015,2020-10-31,44,3190
Havering,E09000016,2020-10-31,84,3224
Hillingdon,E09000017,2020-10-31,55,3753
Hounslow,E09000018,2020-10-31,39,3503
Islington,E09000019,2020-10-31,31,2257
Kensington and Chelsea,E09000020,2020-10-31,18,1815
Kingston upon Thames,E09000021,2020-10-31,30,2076
Lambeth,E09000022,2020-10-31,38,3778
Lewisham,E09000023,2020-10-31,24,2893
Merton,E09000024,2020-10-31,20,2109
Newham,E09000025,2020-10-31,51,4204
Redbridge,E09000026,2020-10-31,68,4159
Richmond upon Thames,E09000027,2020-10-31,24,2039
Southwark,E09000028,2020-10-31,29,3481
Sutton,E09000029,2020-10-31,21,2056
Tower Hamlets,E09000030,2020-10-31,81,3752
Waltham Forest,E09000031,2020-10-31,51,3090
Wandsworth,E09000032,2020-10-31,45,3568
Westminster,E09000033,2020-10-31,69,2712
Barking and Dagenham,E09000002,2020-11-01,32,2483
Barnet,E09000003,2020-11-01,44,4544
Bexley,E09000004,2020-11-01,36,2540
Brent,E09000005,2020-11-01,33,4034
Bromley,E09000006,2020-11-01,29,3285
Camden,E09000007,2020-11-01,28,2433
Croydon,E09000008,2020-11-01,41,3975
Ealing,E09000009,2020-11-01,52,5002
Enfield,E09000010,2020-11-01,51,3753
Greenwich,E09000011,2020-11-01,23,2547
Hackney and City of London,E09000012,2020-11-01,39,3623
Hammersmith and Fulham,E09000013,2020-11-01,27,2575
Haringey,E09000014,2020-11-01,44,2882
Harrow,E09000015,2020-11-01,28,3218
Havering,E09000016,2020-11-01,52,3276
Hillingdon,E09000017,2020-11-01,61,3814
Hounslow,E09000018,2020-11-01,39,3542
Islington,E09000019,2020-11-01,23,2280
Kensington and Chelsea,E09000020,2020-11-01,17,1832
Kingston upon Thames,E09000021,2020-11-01,24,2100
Lambeth,E09000022,2020-11-01,52,3830
Lewisham,E09000023,2020-11-01,19,2912
Merton,E09000024,2020-11-01,34,2143
Newham,E09000025,2020-11-01,61,4265
Redbridge,E09000026,2020-11-01,69,4228
Richmond upon Thames,E09000027,2020-11-01,25,2064
Southwark,E09000028,2020-11-01,25,3506
Sutton,E09000029,2020-11-01,32,2088
Tower Hamlets,E09000030,2020-11-01,61,3813
Waltham Forest,E09000031,2020-11-01,33,3123
Wandsworth,E09000032,2020-11-01,35,3603
Westminster,E09000033,2020-11-01,33,2745
Barking and Dagenham,E09000002,2020-11-02,87,2570
Barnet,E09000003,2020-11-02,109,4653
Bexley,E09000004,2020-11-02,112,2652
Brent,E09000005,2020-11-02,91,4125
Bromley,E09000006,2020-11-02,76,3361
Camden,E09000007,2020-11-02,59,2492
Croydon,E09000008,2020-11-02,102,4077
Ealing,E09000009,2020-11-02,173,5175
Enfield,E09000010,2020-11-02,111,3864
Greenwich,E09000011,2020-11-02,74,2621
Hackney and City of London,E09000012,2020-11-02,85,3708
Hammersmith and Fulham,E09000013,2020-11-02,66,2641
Haringey,E09000014,2020-11-02,75,2957
Harrow,E09000015,2020-11-02,96,3314
Havering,E09000016,2020-11-02,152,3428
Hillingdon,E09000017,2020-11-02,135,3949
Hounslow,E09000018,2020-11-02,85,3627
Islington,E09000019,2020-11-02,49,2329
Kensington and Chelsea,E09000020,2020-11-02,36,1868
Kingston upon Thames,E09000021,2020-11-02,48,2148
Lambeth,E09000022,2020-11-02,93,3923
Lewisham,E09000023,2020-11-02,79,2991
Merton,E09000024,2020-11-02,52,2195
Newham,E09000025,2020-11-02,137,4402
Redbridge,E09000026,2020-11-02,158,4386
Richmond upon Thames,E09000027,2020-11-02,48,2112
Southwark,E09000028,2020-11-02,79,3585
Sutton,E09000029,2020-11-02,42,2130
Tower Hamlets,E09000030,2020-11-02,151,3964
Waltham Forest,E09000031,2020-11-02,93,3216
Wandsworth,E09000032,2020-11-02,75,3678
Westminster,E09000033,2020-11-02,84,2829
Barking and Dagenham,E09000002,2020-11-03,72,2642
Barnet,E09000003,2020-11-03,79,4732
Bexley,E09000004,2020-11-03,71,2723
Brent,E09000005,2020-11-03,105,4230
Bromley,E09000006,2020-11-03,57,3418
Camden,E09000007,2020-11-03,47,2539
Croydon,E09000008,2020-11-03,68,4145
Ealing,E09000009,2020-11-03,118,5293
Enfield,E09000010,2020-11-03,82,3946
Greenwich,E09000011,2020-11-03,59,2680
Hackney and City of London,E09000012,2020-11-03,61,3769
Hammersmith and Fulham,E09000013,2020-11-03,49,2690
Haringey,E09000014,2020-11-03,53,3010
Harrow,E09000015,2020-11-03,49,3363
Havering,E09000016,2020-11-03,113,3541
Hillingdon,E09000017,2020-11-03,82,4031
Hounslow,E09000018,2020-11-03,77,3704
Islington,E09000019,2020-11-03,52,2381
Kensington and Chelsea,E09000020,2020-11-03,27,1895
Kingston upon Thames,E09000021,2020-11-03,34,2182
Lambeth,E09000022,2020-11-03,57,3980
Lewisham,E09000023,2020-11-03,47,3038
Merton,E09000024,2020-11-03,32,2227
Newham,E09000025,2020-11-03,114,4516
Redbridge,E09000026,2020-11-03,104,4490
Richmond upon Thames,E09000027,2020-11-03,30,2142
Southwark,E09000028,2020-11-03,49,3634
Sutton,E09000029,2020-11-03,53,2183
Tower Hamlets,E09000030,2020-11-03,91,4055
Waltham Forest,E09000031,2020-11-03,61,3277
Wandsworth,E09000032,2020-11-03,64,3742
Westminster,E09000033,2020-11-03,71,2900
Barking and Dagenham,E09000002,2020-11-04,78,2720
Barnet,E09000003,2020-11-04,87,4819
Bexley,E09000004,2020-11-04,83,2806
Brent,E09000005,2020-11-04,84,4314
Bromley,E09000006,2020-11-04,57,3475
Camden,E09000007,2020-11-04,43,2582
Croydon,E09000008,2020-11-04,52,4197
Ealing,E09000009,2020-11-04,119,5412
Enfield,E09000010,2020-11-04,74,4020
Greenwich,E09000011,2020-11-04,46,2726
Hackney and City of London,E09000012,2020-11-04,46,3815
Hammersmith and Fulham,E09000013,2020-11-04,44,2734
Haringey,E09000014,2020-11-04,48,3058
Harrow,E09000015,2020-11-04,56,3419
Havering,E09000016,2020-11-04,103,3644
Hillingdon,E09000017,2020-11-04,86,4117
Hounslow,E09000018,2020-11-04,63,3767
Islington,E09000019,2020-11-04,41,2422
Kensington and Chelsea,E09000020,2020-11-04,21,1916
Kingston upon Thames,E09000021,2020-11-04,33,2215
Lambeth,E09000022,2020-11-04,55,4035
Lewisham,E09000023,2020-11-04,37,3075
Merton,E09000024,2020-11-04,42,2269
Newham,E09000025,2020-11-04,112,4628
Redbridge,E09000026,2020-11-04,98,4588
Richmond upon Thames,E09000027,2020-11-04,41,2183
Southwark,E09000028,2020-11-04,44,3678
Sutton,E09000029,2020-11-04,49,2232
Tower Hamlets,E09000030,2020-11-04,107,4162
Waltham Forest,E09000031,2020-11-04,67,3344
Wandsworth,E09000032,2020-11-04,81,3823
Westminster,E09000033,2020-11-04,49,2949
Barking and Dagenham,E09000002,2020-11-05,87,2807
Barnet,E09000003,2020-11-05,75,4894
Bexley,E09000004,2020-11-05,87,2893
Brent,E09000005,2020-11-05,119,4433
Bromley,E09000006,2020-11-05,59,3534
Camden,E09000007,2020-11-05,29,2611
Croydon,E09000008,2020-11-05,65,4262
Ealing,E09000009,2020-11-05,103,5515
Enfield,E09000010,2020-11-05,73,4093
Greenwich,E09000011,2020-11-05,49,2775
Hackney and City of London,E09000012,2020-11-05,49,3864
Hammersmith and Fulham,E09000013,2020-11-05,42,2776
Haringey,E09000014,2020-11-05,46,3104
Harrow,E09000015,2020-11-05,61,3480
Havering,E09000016,2020-11-05,118,3762
Hillingdon,E09000017,2020-11-05,85,4202
Hounslow,E09000018,2020-11-05,81,3848
Islington,E09000019,2020-11-05,63,2485
Kensington and Chelsea,E09000020,2020-11-05,21,1937
Kingston upon Thames,E09000021,2020-11-05,40,2255
Lambeth,E09000022,2020-11-05,67,4102
Lewisham,E09000023,2020-11-05,45,3120
Merton,E09000024,2020-11-05,42,2311
Newham,E09000025,2020-11-05,87,4715
Redbridge,E09000026,2020-11-05,91,4679
Richmond upon Thames,E09000027,2020-11-05,43,2226
Southwark,E09000028,2020-11-05,49,3727
Sutton,E09000029,2020-11-05,38,2270
Tower Hamlets,E09000030,2020-11-05,91,4253
Waltham Forest,E09000031,2020-11-05,70,3414
Wandsworth,E09000032,2020-11-05,66,3889
Westminster,E09000033,2020-11-05,48,2997
Barking and Dagenham,E09000002,2020-11-06,77,2884
Barnet,E09000003,2020-11-06,86,4980
Bexley,E09000004,2020-11-06,104,2997
Brent,E09000005,2020-11-06,87,4520
Bromley,E09000006,2020-11-06,55,3589
Camden,E09000007,2020-11-06,53,2664
Croydon,E09000008,2020-11-06,76,4338
Ealing,E09000009,2020-11-06,110,5625
Enfield,E09000010,2020-11-06,80,4173
Greenwich,E09000011,2020-11-06,52,2827
Hackney and City of London,E09000012,2020-11-06,53,3917
Hammersmith and Fulham,E09000013,2020-11-06,40,2816
Haringey,E09000014,2020-11-06,49,3153
Harrow,E09000015,2020-11-06,51,3531
Havering,E09000016,2020-11-06,93,3855
Hillingdon,E09000017,2020-11-06,78,4280
Hounslow,E09000018,2020-11-06,56,3904
Islington,E09000019,2020-11-06,56,2541
Kensington and Chelsea,E09000020,2020-11-06,25,1962
Kingston upon Thames,E09000021,2020-11-06,31,2286
Lambeth,E09000022,2020-11-06,83,4185
Lewisham,E09000023,2020-11-06,46,3166
Merton,E09000024,2020-11-06,41,2352
Newham,E09000025,2020-11-06,101,4816
Redbridge,E09000026,2020-11-06,107,4786
Richmond upon Thames,E09000027,2020-11-06,18,2244
Southwark,E09000028,2020-11-06,49,3776
Sutton,E09000029,2020-11-06,58,2328
Tower Hamlets,E09000030,2020-11-06,127,4380
Waltham Forest,E09000031,2020-11-06,59,3473
Wandsworth,E09000032,2020-11-06,68,3957
Westminster,E09000033,2020-11-06,46,3043
Barking and Dagenham,E09000002,2020-11-07,55,2939
Barnet,E09000003,2020-11-07,71,5051
Bexley,E09000004,2020-11-07,50,3047
Brent,E09000005,2020-11-07,68,4588
Bromley,E09000006,2020-11-07,49,3638
Camden,E09000007,2020-11-07,25,2689
Croydon,E09000008,2020-11-07,57,4395
Ealing,E09000009,2020-11-07,70,5695
Enfield,E09000010,2020-11-07,58,4231
Greenwich,E09000011,2020-11-07,39,2866
Hackney and City of London,E09000012,2020-11-07,44,3961
Hammersmith and Fulham,E09000013,2020-11-07,37,2853
Haringey,E09000014,2020-11-07,40,3193
Harrow,E09000015,2020-11-07,46,3577
Havering,E09000016,2020-11-07,75,3930
Hillingdon,E09000017,2020-11-07,85,4365
Hounslow,E09000018,2020-11-07,67,3971
Islington,E09000019,2020-11-07,47,2588
Kensington and Chelsea,E09000020,2020-11-07,19,1981
Kingston upon Thames,E09000021,2020-11-07,49,2335
Lambeth,E09000022,2020-11-07,53,4238
